catalog_id, system_name    , planet_name      , measurement_version, record_type, catalog_status, discovery_year, discovery_method, discovery_facility   , source_team        , distance_light_years, distance_entry_mixed_units, star_type, star_mass_solar, star_radius_solar, star_temperature_k, stellar_activity, planet_class, planet_radius_earth, planet_radius_error_plus, planet_radius_error_minus, planet_mass_earth, planet_mass_error_plus, planet_mass_error_minus, orbital_period_days, semi_major_axis_au, eccentricity, equilibrium_temperature_k, transit_depth_ppm, signal_strength, detection_confidence_pct, atmosphere_hint         , liquid_water_index, moon_candidate_count, ring_candidate, anomaly_flag              , follow_up_priority, data_quality_grade, last_observed_date, observer_note
XPS-ABBN  , Zora Minor     , Zora Minor-m     ,                   2, Primary    , Confirmed     ,           2010, Radial Velocity , Highland Spectrograph, Sky Atlas Team     ,              1722.31, 528.1 pc                  , f        ,           1.163,             1.131,             6774.9, Active          , Gas Giant   ,               9.756,                    0.732,                     1.163,          1615.072,                319.667,                 214.675,           8420.3766,             8.5155,       0.1779,                     117.2,            5871.8,           10.73,                    78.51, Hydrogen-rich           ,                   ,                    0, No            , None                      , Low               , B                 , 2022-08-07        , The atmospheric result has low certainty.
XPS-ABBP  , Rhea Sigma     , Rhea Sigma-h     ,                   1, Follow-up  , Confirmed     ,           2018, Transit         , Aurora Survey        , North Ridge Team   ,              6130.99, 6131.0 ly                 , G        ,           1.114,             1.107,                   , Moderate        , ROCKY       ,               1.543,                    0.031,                     0.111,             4.853,                  1.132,                        ,           4889.5370,             5.8449,       0.0153,                     123.2,             163.1,           36.18,                    79.04, Hydrogen-rich           ,              0.241,                    0, No            , None                      , Low               , D                 , 2016-04-07        , Stellar noise complicates the mass estimate.
XPS-ABBQ  , Talos Sigma    , Talos Sigma-g    ,                   1, Follow-up  , Confirmed     ,           1998, Transit         , North Ridge Array    , Caeli Survey       ,                 7.59, 7.6 ly                    , G        ,           1.060,             1.050,             5783.2, Moderate        , Mini-Neptune,               3.365,                    0.523,                          ,            30.000,                  3.249,                        ,           1015.6733,             2.0165,       0.1183,                     181.1,             870.0,            4.27,                    63.44, No clear signal         ,              0.556,                    0, No            , None                      , Medium            , A                 , 2017-06-29        , Cloud cover may hide key atmospheric signals.
XPS-ABBR  , Neris Delta    , Neris Delta-g    ,                   1, Follow-up  , Confirmed     ,           1997, Astrometry      , Gaia-Like Survey Lab , Meridian Study     ,              2730.45, 2730.5 ly                 , K        ,           0.730,             0.792,             4055.3, Quiet           , Mini-Neptune,               3.692,                    0.423,                     0.533,            30.000,                  3.418,                   1.220,          10404.5403,             8.3967,       0.4633,                      66.1,            1824.6,            1.81,                    53.75, Methane candidate       ,              0.063,                    0, No            , None                      , Low               , B                 , 2016-01-04        , The distance entry uses a converted unit.
XPS-ABBS  , Vela Prime     , Vela Prime-c     ,                   2, Follow-up  , Archived      ,           1998, Astrometry      , Meridian Mapper      , Blue Orbit Group   ,              1166.65, 357.7 pc                  , K        ,           0.736,             0.758,             4637.8, Moderate        , Ice Giant   ,               3.945,                    0.061,                     0.079,            30.565,                  2.350,                   6.672,             18.9811,                   ,       0.0484,                     512.4,                  ,           11.08,                    72.59, No clear signal         ,              0.007,                    0, No            , None                      , Low               , C                 , 2013-09-20        , The record includes a later reanalysis.
XPS-ABBT  , Arden A        , Arden A-h        ,                   1, Primary    , disputed      ,           1998, Radial Velocity , Red Mesa Array       , Blue Orbit Group   ,                79.11, 24.3 pc                   , F        ,           1.340,             1.280,             6900.0, Quiet           , Ocean World ,               1.460,                         ,                     0.120,             3.702,                  0.854,                   0.650,            418.9169,             1.2079,       0.0824,                     329.1,                  ,           20.72,                    87.00, High-altitude haze      ,              0.837,                    0, No            , None                      , Medium            , B                 , 2022-03-15        , The host star varies across the observation cycle.
XPS-ABBU  , Noma Two       , Noma Two-m       ,                   1, Follow-up  , confirmed     ,           2021, Radial Velocity , Red Mesa Array       , Pacific Lens Group ,              3108.12, 3108.1 ly                 , G        ,           0.965,             0.969,             5955.2, Highly active   , lava world  ,               0.690,                    0.015,                     0.062,             0.233,                  0.021,                   0.048,            407.9499,             1.0639,       0.3540,                    2089.7,                  ,           50.89,                    75.08, hydrogen-rich           ,              0.000,                     , No            , None                      , Low               , B                 , 2023-12-12        , Several measurements are absent from the early record.
XPS-ABBV  , Auron Delta    , Auron Delta-y    ,                   1, Primary    , Confirmed     ,           1997, Direct Imaging  , Summit Imager        , Aurora Lab         ,                99.33, 30.5 pc                   , M        ,           0.374,             0.413,             2838.1, Moderate        , Rocky       ,               1.487,                    0.140,                          ,             2.576,                  0.628,                   0.339,         305547.1475,            63.9894,       0.0098,                      11.9,            1087.2,           25.26,                    62.15, No clear signal         ,              0.015,                    0, no            , None                      , Low               , C                 , 2016-10-27        , Cloud cover may hide key atmospheric signals.
XPS-ABBW  , Altara B       , Altara B-t       ,                   1, Primary    , Confirmed     ,           2021, Radial Velocity , Solis Observatory    , Blue Orbit Group   ,              1600.11, 490.6 pc                  , F        ,           1.373,             1.342,             7094.4, Quiet           , Gas Giant   ,              14.442,                    1.053,                     0.402,          1449.879,                143.583,                  66.469,            115.5656,             0.5161,       0.3364,                     572.8,            9713.1,           10.20,                    76.13, Hydrogen-rich           ,              0.002,                    1, Yes           , Unusual dimming           , Low               , D                 , 2015/11/12        , Follow-up data changed the estimated year length.
XPS-ABBX  , Novae A        , Novae A-s        ,                   2, Primary    , Provisional   ,           2025, Astrometry      , Vector Star Mapper   , North Ridge Team   ,             13887.37, 13887.4 ly                , M        ,           0.195,             0.227,             2723.5, Active          , Mini-Neptune,               2.294,                    0.233,                     0.030,             5.490,                  0.400,                        ,             36.9774,             0.1259,       0.0255,                     192.7,            8992.7,            8.71,                    74.80, No clear signal         ,              0.663,                    0, No            , None                      , Medium            , A                 , 2012-09-16        , The orbit may be tilted relative to the star.
XPS-ABBY  , Auron B        , Auron B-y        ,                   1, Primary    , Confirmed     ,           1995, Radial Velocity , Red Mesa Array       , Blue Orbit Group   ,               564.72, 564.7 ly                  , G        ,           1.053,             1.045,             5243.9, Moderate        , Mini-Neptune,               4.495,                    0.695,                     0.110,            28.980,                       ,                   2.518,            346.1264,             0.9816,       0.0297,                     263.7,            1551.2,           29.41,                    74.74, Hydrogen-rich           ,              0.967,                    0, No            , None                      , High              , C                 , 2011-10-05        , A faint secondary signal appears in some observations.
XPS-ABBZ  , Cyra A         , Cyra A-q         ,                   1, Follow-up  , Confirmed     ,           2025, Transit         , SkyScan Array        , Sky Atlas Team     ,                23.01, 7.1 pc                    , M        ,           0.246,             0.345,             2650.5, Active          , Rocky       ,               0.877,                    0.049,                     0.070,             0.828,                  0.059,                   0.031,            503.6661,             0.7759,       0.3956,                      91.8,             543.6,            9.46,                    82.77, Methane candidate       ,              0.132,                    0, No            , None                      , Medium            , A                 , 2011-07-03        , Cloud cover may hide key atmospheric signals.
XPS-ABCA  , Altara North   , Altara North-x   ,                   1, Primary    , Confirmed     ,           2012, Transit         , SKYSCAN ARRAY        , Caeli Survey       ,                58.09, 17.8 pc                   , G        ,           1.021,             1.020,             5726.9, Quiet           , Super-Earth ,               2.107,                         ,                     0.227,             4.558,                  0.724,                   0.999,              5.5010,             0.0614,       0.2383,                          ,             358.2,            1.10,                    77.66, High-altitude haze      ,              0.000,                    1, No            , None                      , Low               , B                 , 2023-03-25        , A faint secondary signal appears in some observations.
XPS-ABCB  , Lyra Quarta    , Lyra Quarta-n    ,                   1, Primary    , Provisional   ,           1997, Transit         , North Ridge Array    , Pacific Lens Group ,                     , 173.5 ly                  , K        ,           0.632,             0.698,             4981.3, Moderate        , Super-Earth ,               2.279,                    0.120,                     0.299,             6.842,                  1.497,                   0.217,                    ,             3.8870,       0.2207,                      97.3,             894.8,            5.10,                    69.02, No clear signal         ,              0.163,                    0, No            , Orbital drift             , Medium            , C                 , 2020-06-21        , A faint secondary signal appears in some observations.
XPS-ABCC  , Tarin Minor    , Tarin Minor-s    ,                   1, Follow-up  , Confirmed     ,           2016, Radial Velocity , Red Mesa Array       , North Ridge Team   ,               269.00, 269.0 ly                  , M        ,           0.213,             0.291,             3049.5, Quiet           , Gas Giant   ,              15.928,                    1.921,                     0.159,           409.883,                       ,                  56.034,            473.1227,             0.7098,       0.2596,                          ,          251124.0,            4.20,                    58.29, Carbon dioxide candidate,              0.018,                    1, Yes           , Possible ring system      , Low               , B                 , 2020-01-11        , The orbit may be tilted relative to the star.
XPS-ABCD  , Caeli Minor    , Caeli Minor-t    ,                   2, Primary    , Confirmed     ,           2016, Transit         , Orbital Lens Network , Aurora Lab         ,               851.58, 261.1 pc                  , M        ,           0.396,             0.449,             3512.9, Active          , Ice Giant   ,               5.854,                    0.091,                     0.073,            94.508,                 19.753,                  18.410,            969.3107,                   ,       0.1513,                     108.0,           13678.9,           18.84,                    79.47, Methane candidate       ,              0.028,                    0, Yes           , None                      , Medium            , D                 , 2018-12-11        , Follow-up data changed the estimated year length.
XPS-ABCE  , Kepleris Minor , Kepleris Minor-c ,                   2, Primary    , Confirmed     ,           2005, Microlensing    , Andes Survey         , Blue Orbit Group   ,                23.51, 7.2 pc                    , M        ,           0.148,             0.225,             3523.4, Highly active   , MINI-NEPTUNE,               3.163,                    0.247,                     0.260,            30.505,                  6.351,                   5.322,           1127.0978,             1.1233,       0.1395,                      73.6,                  ,            6.85,                    69.81, HYDROGEN-RICH           ,              0.081,                    0, No            , None                      , Low               , B                 , 2023-12-23        , The host star varies across the observation cycle.
XPS-ABCF  , Caeli Minor    , Caeli Minor-k    ,                   1, Primary    , Confirmed     ,           2011, transit timing  , Multi-World Array    , Sky Atlas Team     ,                 5.28, 5.3 ly                    , M        ,           0.553,                  ,             3736.5, Highly active   , DESERT WORLD,               1.907,                    0.306,                     0.225,             5.306,                  0.316,                        ,           2520.8283,             2.9752,       0.0509,                      75.7,             812.5,           27.13,                    72.48, Hydrogen-rich           ,              0.118,                    0, No            , None                      , Low               , D                 , 2021-11-07        , Transit timing varies across observation windows.
XPS-ABCG  , Talos Two      , Talos Two-v      ,                   2, Primary    , Provisional   ,           2020, Transit         , SkyScan Array        , North Ridge Team   ,               948.03, 290.7 pc                  , K        ,           0.600,             0.679,             5036.9, Moderate        , Ocean World ,               2.210,                    0.299,                     0.267,             9.690,                  1.116,                   1.809,            849.5566,             1.4792,             ,                     233.0,             859.6,            7.24,                    72.27,                         ,              0.677,                    0, No            , None                      , High              , B                 , 2024-10-12        , Two observing teams reported slightly different radii.
XPS-ABCH  , Eris A         , Eris A-q         ,                   1, Primary    , Confirmed     ,           2015, Astrometry      , Gaia-Like Survey Lab , Pacific Lens Group ,              8837.45, 8837.4 ly                 , K        ,           0.808,             0.834,             3921.7, Moderate        , Mini-Neptune,               3.928,                    0.555,                     0.315,            30.000,                  0.275,                   6.317,            633.4523,             1.3447,       0.1732,                     138.5,            1870.0,           70.27,                    78.69, Hydrogen-rich           ,              0.345,                    0, No            , None                      , Medium            , C                 , 2016-01-07        , The system may contain another unseen world.
XPS-ABCJ  , Cyra Sigma     , Cyra Sigma-n     ,                   2, Primary    , Confirmed     ,           2011, Direct Imaging  , Celestial Mirror One , Caeli Survey       ,             12804.53, 12804.5 ly                , K        ,           0.634,             0.707,             4569.9, Quiet           , Super-Earth ,               1.632,                    0.251,                     0.105,             3.234,                       ,                   0.169,          93557.5834,            34.7005,             ,                          ,             469.0,            6.82,                    79.24, No clear signal         ,              0.038,                    0, No            , None                      , Low               , A                 , 2012-10-05        , The orbit may be tilted relative to the star.
XPS-ABCK  , Altara North   , Altara North-p   ,                   1, Reanalysis , Confirmed     ,           2003, Transit         , SkyScan Array        , Pacific Lens Group ,                 9.82, 9.8 ly                    , K        ,           0.708,             0.765,             4070.6, Active          , Mini-Neptune,               2.435,                    0.392,                     0.223,             7.381,                  1.608,                   0.248,           1283.3511,             2.0603,       0.2712,                     113.4,             850.3,           13.69,                    76.13, Water vapor candidate   ,              0.211,                    0, No            , Asymmetric transit        , High              , B                 , 2024-02-15        , Two observing teams reported slightly different radii.
XPS-ABCL  , Eris South     , Eris South-r     ,                   1, Primary    , Confirmed     ,           2010, Direct Imaging  , Polar Optics Array   , Solis Research Unit,                22.13, 22.1 ly                   , A        ,           2.316,             2.185,             8137.5, Moderate        , Super-Earth ,               2.543,                    0.310,                     0.020,                  ,                  0.775,                        ,           1025.2092,             2.6326,       0.1499,                     375.3,                  ,           15.48,                    80.66, Carbon dioxide candidate,              0.588,                    0, No            , None                      , Medium            , B                 , 2019-08-14        , The system may contain another unseen world.
XPS-ABCM  , Arden A        , Arden A-c        ,                   1, Primary    , Confirmed     ,           2024, Direct Imaging  , Polar Optics Array   , Pacific Lens Group ,              5334.95, 5334.9 ly                 , G        ,           1.055,             1.049,             5921.2, Moderate        , Gas Giant   ,              15.567,                    0.258,                     1.605,          1900.000,                 64.895,                  31.225,                    ,             3.3375,       0.0239,                     142.4,           18463.6,           18.09,                    83.77, Hydrogen-rich           ,              0.072,                    0, No            , None                      , Low               , D                 , 2011-04-10        , Transit timing varies across observation windows.
XPS-ABCN  , Neris South    , Neris South-y    ,                   1, Reanalysis , Confirmed     ,           2024, Radial Velocity , Solis Observatory    , Aurora Lab         ,              1067.01, 327.1 pc                  , G        ,           1.103,             1.084,             5324.4, Moderate        , Ocean World ,               1.524,                    0.069,                          ,             5.913,                  1.465,                   0.104,             17.1156,             0.1343,       0.1437,                     420.0,             165.6,            9.40,                    67.27, No clear signal         ,              0.324,                    0, No            , None                      , Medium            , D                 , 03/31/2022        , Two observing teams reported slightly different radii.
XPS-ABCP  , Novae North    , Novae North-f    ,                   1, Primary    , Confirmed     ,           2021, Transit         , North Ridge Array    , Sky Atlas Team     ,                 8.87, 8.9 ly                    , K        ,           0.664,             0.726,             5107.9, Quiet           , Super-Earth ,               2.262,                    0.391,                     0.301,            14.841,                  1.549,                   0.122,           1158.1353,                   ,       0.1362,                     148.1,             813.4,           19.59,                    80.76, Cloud-dominated         ,                   ,                    0, No            , None                      , Low               , C                 , 2013-01-22        , Transit timing varies across observation windows.
XPS-ABCQ  , Mira A         , Mira A-t         ,                   1, primary    , Confirmed     ,           2015, Direct Imaging  , Summit Imager        , Blue Orbit Group   ,             12669.00, 3884.0 pc                 , K        ,           0.876,             0.903,             4184.9, Moderate        , mini-neptune,               2.476,                    0.405,                     0.055,            13.616,                  3.449,                        ,          28906.5574,            17.6366,       0.1040,                      47.2,             630.6,           85.80,                    66.26, No clear signal         ,              0.053,                    0, No            , None                      , Low               , B                 , 2015-03-09        , Cloud cover may hide key atmospheric signals.
XPS-ABCR  , Selene Minor   , Selene Minor-p   ,                   1, Primary    , Confirmed     ,           2013, Transit         , Aurora Survey        , Pacific Lens Group ,                24.41, 24.4 ly                   , M        ,           0.329,             0.432,             3587.9, Active          , Ice Giant   ,               6.653,                    1.116,                          ,                  ,                  6.502,                        ,             87.0248,                   ,       0.2155,                     236.7,           19850.7,           16.93,                    82.01, Methane candidate       ,              0.130,                    0, Yes           , Possible ring system      , High              , C                 , 2023-06-28        , Follow-up data changed the estimated year length.
XPS-ABCS  , Eris Tertia    , Eris Tertia-y    ,                   1, Primary    , Confirmed     ,           1996, Radial Velocity , Red Mesa Array       , Aurora Lab         ,              4713.04, 1445.0 pc                 , K        ,                ,             0.892,             3965.2, Active          , Rocky       ,               1.198,                    0.173,                     0.153,             1.995,                  0.216,                   0.079,           1127.6999,             2.0316,       0.2591,                     126.8,             151.0,            9.66,                    69.92, No clear signal         ,              0.254,                    0, No            , None                      , LOW               , A                 , 2015-01-21        , The atmospheric result has low certainty.
XPS-ABCT  , Selene Prime   , Selene Prime-d   ,                   2, Primary    , Provisional   ,           1995, Radial Velocity , SOLIS OBSERVATORY    , Meridian Study     ,               506.05, 506.0 ly                  , M        ,           0.355,             0.388,             3272.7, Active          , Ice Giant   ,               4.633,                    0.811,                          ,            85.451,                 10.666,                  16.457,           1844.4165,             2.0809,       0.0645,                      76.1,                  ,           17.31,                    71.94, Hydrogen-rich           ,              0.019,                    0, No            , None                      , Low               , C                 , 2017-07-02        , Transit timing varies across observation windows.
XPS-ABCU  , Vela Two       , Vela Two-e       ,                   1, Primary    , Archived      ,           2011, Transit         , SkyScan Array        , Pacific Lens Group ,               170.85, 170.9 ly                  , G        ,           0.985,             0.988,             5423.0, Active          , Ocean World ,               1.501,                    0.241,                     0.185,             4.187,                  1.016,                   0.827,           8535.8554,             8.1338,       0.1270,                     235.0,             193.5,           13.83,                    78.17, Cloud-dominated         ,              0.905,                    0, No            , None                      , High              , C                 , 2017-08-20        , Follow-up data changed the estimated year length.
XPS-ABCV  , Tarin North    , Tarin North-z    ,                   1, Primary    , Confirmed     ,           2011, Radial Velocity , Red Mesa Array       , Meridian Study     ,               556.57, 170.6 pc                  , M        ,           0.245,             0.290,             3489.9, Quiet           , super-earth ,               1.825,                    0.210,                     0.150,             4.955,                  0.845,                   0.430,              7.0385,             0.0450,       0.0759,                     472.6,            3323.7,            5.46,                    72.57, Water vapor candidate   ,              0.141,                    0, No            , Asymmetric transit        , Medium            , C                 , 2012-10-26        , A faint secondary signal appears in some observations.
XPS-ABCW  , Tarin Delta    , Tarin Delta-s    ,                   1, Primary    , Confirmed     ,           2006, Transit         , Aurora Survey        , North Ridge Team   ,              1385.10, 424.7 pc                  , K        ,           0.739,             0.769,             4448.9, Active          , Desert World,               1.041,                    0.042,                     0.152,                  ,                  0.066,                   0.082,             13.3212,             0.0994,             ,                     625.5,             153.8,            5.38,                    69.00, No clear signal         ,              0.001,                    1, No            , None                      , Low               , C                 , 2024/12/09        , The atmospheric result has low certainty.
XPS-ABCX  , Mira Minor     , Mira Minor-m     ,                   1, Primary    , Confirmed     ,           2015, Direct Imaging  , Celestial Mirror One , Aurora Lab         ,              2372.69, 2372.7 ly                 , K        ,           0.723,             0.748,             4826.9, Moderate        , Super-Earth ,               2.542,                    0.216,                     0.319,                  ,                  1.116,                        ,          46049.6925,            22.5640,       0.1407,                      44.7,             969.1,            4.39,                    71.42,                         ,              0.040,                    0, No            , Variable transit depth    , LOW               , C                 , 2024-02-17        , The system may contain another unseen world.
XPS-ABCY  , Solis Prime    , Solis Prime-y    ,                   1, Primary    , Confirmed     ,           2007, Transit         , North Ridge Array    , Pacific Lens Group ,              1878.71, 572.3 pc                  , k        ,           0.747,             0.765,             5180.5, Highly active   , Rocky       ,               1.120,                    0.175,                     0.121,             2.232,                  0.522,                   0.487,            572.8599,             1.2250,             ,                     177.5,             179.9,           17.24,                    66.91, Methane candidate       ,              0.648,                    0, No            , None                      , High              , B                 , 2023-03-06        , Follow-up data changed the estimated year length.
XPS-ABCZ  , Neris South    , Neris South-c    ,                   1, primary    , Confirmed     ,           2020, Transit         , Aurora Survey        , Caeli Survey       ,                19.97, 6.1 pc                    , A        ,           1.874,             1.796,             9455.3, Quiet           , Lava World  ,               1.929,                    0.312,                     0.158,                  ,                  1.501,                        ,              6.6007,             0.0849,       0.0804,                          ,              96.7,            2.54,                    66.89, Sodium signature        ,              0.000,                     , No            , Possible moon signal      , Low               , C                 , 2019-12-17        , The distance entry uses a converted unit.
XPS-ABDA  , Altara Prime   , Altara Prime-e   ,                   1, Primary    , Provisional   ,           2012, Transit         , Aurora Survey        , Caeli Survey       ,              3200.06, 3200.1 ly                 , M        ,           0.222,             0.275,             2934.8, Quiet           , Rocky       ,               1.019,                    0.170,                     0.080,                  ,                  0.110,                        ,           2471.1297,             2.1651,       0.1975,                      54.9,            1147.5,            9.39,                    60.20, Methane candidate       ,              0.060,                    0, No            , Variable transit depth    , Medium            , A                 , 2020-08-30        , Several measurements are absent from the early record.
XPS-ABDB  , Zora Minor     , Zora Minor-m     ,                   1, Primary    , Confirmed     ,           2008, Radial Velocity , Highland Spectrograph, Caeli Survey       ,              1306.47, 400.6 pc                  , K        ,           0.817,             0.850,             4703.8, Quiet           , Rocky       ,               0.646,                    0.115,                          ,             0.282,                  0.070,                   0.047,             33.7130,             0.1909,       0.1113,                     455.1,              48.4,           21.49,                    72.89, High-altitude haze      ,              0.136,                    0, No            , None                      , Low               , A                 , 08/22/2016        , Stellar noise complicates the mass estimate.
XPS-ABDC  , Cyra A         , Cyra A-h         ,                   1, Primary    , Confirmed     ,           2010, PULSAR TIMING   , Radio Arc Array      , Caeli Survey       ,              1663.50, 510.0 pc                  , M        ,           0.236,             0.305,             3719.5, Active          , Super-Earth ,               1.629,                    0.170,                     0.111,             3.408,                  0.583,                   0.100,           2740.0018,             2.3670,       0.1884,                      56.8,            2400.2,           16.99,                    70.64, Hydrogen-rich           ,              0.071,                    1, No            , None                      , Low               , B                 , 2021-04-13        , Follow-up data changed the estimated year length.
XPS-ABDD  , Orin Major     , Orin Major-h     ,                   1, Primary    , Confirmed     ,           2022, Pulsar Timing   , Pulse Watch Network  , Pacific Lens Group ,                58.35, 17.9 pc                   , K        ,           0.750,             0.765,             5141.1, Moderate        , Ocean World ,               2.190,                    0.380,                     0.285,            10.000,                       ,                   2.212,              4.7565,             0.0503,       0.2287,                     420.0,             690.0,            7.76,                    78.47,                         ,              0.380,                    0, No            , None                      , High              , C                 , 2021-11-25        , Cloud cover may hide key atmospheric signals.
XPS-ABDE  , Cyra Quarta    , Cyra Quarta-b    ,                   1, Primary    , Confirmed     ,           1996, Transit         , SkyScan Array        , Blue Orbit Group   ,                12.30, 12.3 ly                   , M        ,           0.551,             0.610,             2893.0, Quiet           , Rocky       ,               0.787,                    0.024,                     0.077,             0.449,                  0.040,                        ,              3.0533,             0.0338,       0.1816,                     569.0,             139.5,            9.92,                    69.57, Hydrogen-rich           ,              0.009,                    0, No            , None                      , Low               , C                 , 2012/09/16        , Follow-up data changed the estimated year length.
XPS-ABDF  , Novae North    , Novae North-z    ,                   1, Primary    , Confirmed     ,           2018, Transit         , skyscan array        , Pacific Lens Group ,                17.25, 5.3 pc                    , G        ,           0.936,             0.950,             5556.3, Moderate        , Gas Giant   ,              15.398,                    1.780,                     0.353,          1900.000,                       ,                        ,              6.1769,             0.0644,       0.0278,                     908.7,           22026.7,            4.75,                    67.40, Hydrogen-rich           ,              0.000,                    2, Yes           , Variable transit depth    , Low               , C                 , 2020-07-22        , The distance entry uses a converted unit.
XPS-ABDG  , Arden North    , Arden North-f    ,                   1, Primary    , Confirmed     ,           2014, Transit         , SkyScan Array        , North Ridge Team   ,                 7.17, 2.2 pc                    , K        ,           0.816,             0.843,             4819.0, Moderate        , Desert World,               1.912,                    0.164,                     0.283,             8.324,                  1.391,                   0.505,            151.1352,             0.5188,       0.2385,                     325.3,                  ,           22.47,                    65.29, High-altitude haze      ,              0.847,                    0, No            , Variable transit depth    , Urgent            , C                 , 2016-02-06        , Two observing teams reported slightly different radii.
XPS-ABDH  , Neris Delta    , Neris Delta-r    ,                   1, Follow-up  , Confirmed     ,           2025, Direct Imaging  , Polar Optics Array   , Pacific Lens Group ,                14.65, 4.5 pc                    , Subgiant ,           0.870,             0.874,             6950.7, Moderate        , Mini-Neptune,               3.910,                    0.238,                     0.384,                  ,                  1.330,                   1.741,         123299.4304,            46.1441,       0.1718,                      42.9,            1678.5,           13.47,                    58.42, Water vapor candidate   ,              0.036,                    0, NO            , Unusual dimming           , Medium            , B                 , 2022-12-27        , The system may contain another unseen world.
XPS-ABDJ  , Novae North    , Novae North-x    ,                   1, Primary    , Disputed      ,           2005, Radial Velocity , Highland Spectrograph, Sky Atlas Team     ,               517.88, 517.9 ly                  , K        ,           0.797,             0.827,             4511.4, Moderate        , Ocean World ,               1.101,                    0.160,                     0.130,             1.677,                  0.315,                   0.239,              6.3582,             0.0623,       0.3580,                     420.0,             148.8,            3.54,                    55.18,                         ,              0.373,                    0, No            , none                      , low               , C                 , 2012-03-06        , The distance entry uses a converted unit.
XPS-ABDK  , Luma Major     , Luma Major-b     ,                   1, Primary    , Confirmed     ,           2011, Transit         , Orbital Lens Network , North Ridge Team   ,              3191.46, 978.5 pc                  , G        ,           0.967,             0.975,             5465.5, Moderate        , Gas Giant   ,              10.460,                    0.255,                     1.483,                  ,                 31.146,                  47.149,             11.3125,             0.0975,       0.1796,                     845.4,            9650.4,           16.95,                    70.91,                         ,              0.000,                    2, No            , None                      , Low               , D                 , 2015-03-12        , Transit timing varies across observation windows.
XPS-ABDL  , Novae Two      , Novae Two-u      ,                   1, Primary    , Provisional   ,           2003, Microlensing    , Southern Lens Grid   , Pacific Lens Group ,              9155.02, 2806.9 pc                 , K        ,           0.802,             0.835,             5034.2, Active          , Rocky       ,               1.316,                    0.025,                     0.075,             2.858,                  0.602,                   0.344,            533.5031,             1.1960,       0.4248,                     187.6,             208.1,           40.33,                    85.42, No clear signal         ,              0.695,                    0, No            , Variable transit depth    , High              , B                 , 2022-01-31        , Transit timing varies across observation windows.
XPS-ABDM  , Arden C        , Arden C-h        ,                   1, Follow-up  , Archived      ,           2009, Transit         , North Ridge Array    , Meridian Study     ,              1350.17, 1350.2 ly                 , K        ,           0.800,             0.842,             4330.4, Active          , Rocky       ,               0.617,                    0.100,                     0.058,             0.269,                  0.054,                   0.069,             12.2964,             0.0969,       0.1131,                          ,              45.1,            9.75,                    62.60, Carbon dioxide candidate,              0.003,                    0, No            , None                      , Low               , B                 , 2011-02-21        , The record includes a later reanalysis.
XPS-ABDN  , Caeli South    , Caeli South-j    ,                   1, Primary    , Confirmed     ,           1999, Direct Imaging  , Celestial Mirror One , North Ridge Team   ,              1932.94, 592.6 pc                  , M        ,           0.139,             0.209,             3240.5, Active          , Mini-Neptune,               2.069,                    0.185,                     0.041,             8.927,                  1.240,                   0.327,         259328.3609,            41.2754,       0.3843,                      11.1,            8173.7,           19.02,                    66.83, No clear signal         ,              0.019,                    0, No            , Variable transit depth    , Low               , B                 , 2024-07-06        , Follow-up data changed the estimated year length.
XPS-ABDP  , Neris B        , Neris B-w        ,                   1, Primary    , Confirmed     ,           1997, Microlensing    , Southern Lens Grid   , Blue Orbit Group   ,                33.70, 10.3 pc                   , F        ,           1.520,             1.366,             7277.0, Quiet           , Gas Giant   ,              14.789,                    1.230,                     1.171,          1900.000,                287.935,                 315.543,            242.9089,             0.8759,             ,                     449.7,            9833.7,           49.05,                    72.35, Hydrogen-rich           ,              0.038,                    0, No            , None                      , Low               , A                 , 2017/03/01        , Several measurements are absent from the early record.
XPS-ABDQ  , Solis C        , Solis C-x        ,                   1, Follow-up  , Provisional   ,           1999, Transit         , North Ridge Array    , Pacific Lens Group ,              3258.99, 3259.0 ly                 , K        ,           0.801,             0.826,             4315.2, Moderate        , Desert World,               1.897,                    0.126,                     0.280,             5.547,                  1.469,                   0.769,             13.5630,             0.1034,       0.0734,                     529.5,             442.3,           37.61,                    82.13, Cloud-dominated         ,              0.033,                    0, No            , Possible moon signal      , Low               , B                 , 2011-06-06        , Several measurements are absent from the early record.
XPS-ABDR  , Orin One       , Orin One-f       ,                   1, Primary    , Confirmed     ,           1996, Transit         , Orbital Lens Network , Pacific Lens Group ,             13534.98, 13535.0 ly                , M        ,           0.269,             0.292,             2761.0, Highly active   , Rocky       ,               0.732,                    0.120,                     0.039,             0.405,                       ,                   0.087,           1067.7311,             1.3204,       0.0473,                      55.4,             528.7,           30.93,                    79.22, Sodium signature        ,              0.073,                    0, No            , Possible moon signal      , Low               , D                 , 2021/07/03        , Follow-up data changed the estimated year length.
XPS-ABDS  , Auron Two      , Auron Two-c      ,                   1, Follow-up  , Confirmed     ,           2005, Transit         , SkyScan Array        , North Ridge Team   ,               463.98, 464.0 ly                  , A        ,           2.188,             1.767,             9030.8, Moderate        , Rocky       ,               0.617,                    0.044,                     0.073,             0.217,                  0.052,                   0.050,           1036.4089,             2.6021,       0.1138,                     367.0,              10.2,            6.20,                    81.91, No clear signal         ,              0.538,                    0, No            , Orbital drift             , High              , C                 , 2014-06-23        , The record includes a later reanalysis.
